ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,Depth,Method,Block,Quadrat # (m),Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
185,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,9,0,,,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,8,poc,Pisaster ochraceus,Purple sea star,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,16,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,16,poc,Pisaster ochraceus,Purple sea star,2,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,24,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,24,poc,Pisaster ochraceus,Purple sea star,2,0,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,32,dim,Dermasterias imbricata,Leather star,3,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,32,poc,Pisaster ochraceus,Purple sea star,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,3,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,1,32,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Isabelle Cote,Tom Bird,BMSC19,Ed King SW Pyramid,48.82860184,-125.2212982,4/25/2024,3,W,12:06,8.5,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Claire Attridge,Em Lim,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Claire Attridge,Em Lim,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Claire Attridge,Em Lim,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,2,24,poc,Pisaster ochraceus,Purple sea star,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Claire Attridge,Em Lim,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Claire Attridge,Em Lim,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,0,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,16,poc,Pisaster ochraceus,Purple sea star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,16,dim,Dermasterias imbricata,Leather star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Em Lim,Claire Attridge,BMSC1,Dodger Channel,48.82894897,-125.1975708,2024-04-25,3,NE,14:17,5,2,1,16,sfo,Stylasterias forreri,Velcro seastar,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Isabelle Cote,Tom Bird,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,22,0,2,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Isabelle Cote,Tom Bird,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,16,0,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Isabelle Cote,Tom Bird,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,1,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Isabelle Cote,Tom Bird,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,9,0,,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Isabelle Cote,Tom Bird,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Isabelle Cote,Tom Bird,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,1,0,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,1,0,dim,Dermasterias imbricata,Leather star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,8,pmi,Patiria miniata,Bat star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,32,pmi,Patiria miniata,Bat star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,40,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Isabelle Cote,Tom Bird,BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,4/26/2024,2,W,14:06,4.5,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Claire Attridge,Em Lim,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Claire Attridge,Em Lim,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Claire Attridge,Em Lim,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,7,0,1,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Claire Attridge,Em Lim,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Claire Attridge,Em Lim,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Claire Attridge,Em Lim,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Claire Attridge,Em Lim,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,1,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Em Lim,Claire Attridge,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Em Lim,Claire Attridge,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,1,48,pmi,Patiria miniata,Bat star,3,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Em Lim,Claire Attridge,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,12,0,,2,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Em Lim,Claire Attridge,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2.5,NE,9:29,4.5,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,15,0,3,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Em Lim,Claire Attridge,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,7.5,2,1,16,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Tom Bird,Isabelle Cote,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Tom Bird,Isabelle Cote,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,2,40,dim,Dermasterias imbricata,Leather star,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Tom Bird,Isabelle Cote,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,,2,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Tom Bird,Isabelle Cote,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Tom Bird,Isabelle Cote,BMSC11,Wizard Island South,48.85746765,-125.1582336,4/26/2024,1.5,SW,11:48,5,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,16,0,4,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,40,pmi,Patiria miniata,Bat star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,8,0,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,8,Henricia,Henricia sp.,Unidentified blood star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Tom Bird,Isabelle Cote,BMSC12,Wizard Island North,48.858284,-125.1609192,4/26/2024,2,SW,9:29,7,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,9,0,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,0,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,16,mfra,Mesocentrotus franciscanus,Red sea urchin,11,0,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,16,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,32,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,32,pmi,Patiria miniata,Bat star,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,48,mfra,Mesocentrotus franciscanus,Red sea urchin,10,0,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,48,oko,Orthasterias koehleri,Rainbow star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,8,mfra,Mesocentrotus franciscanus,Red sea urchin,5,0,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,8,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,8,oko,Orthasterias koehleri,Rainbow star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,24,pmi,Patiria miniata,Bat star,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,24,dim,Dermasterias imbricata,Leather star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,24,oko,Orthasterias koehleri,Rainbow star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Valesca de Groot,Em Lim,BMSC3,Ohiat,48.85558319,-125.1837997,2024-04-29,3.5,W,12:23,6,2,2,40,pmi,Patiria miniata,Bat star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,48,mfra,Mesocentrotus franciscanus,Red sea urchin,4,0,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,48,poc,Pisaster ochraceus,Purple sea star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,40,mfra,Mesocentrotus franciscanus,Red sea urchin,3,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,40,dim,Dermasterias imbricata,Leather star,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,32,mfra,Mesocentrotus franciscanus,Red sea urchin,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,32,poc,Pisaster ochraceus,Purple sea star,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,32,henricia,Henricia sp.,Unidentified blood star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,1,32,dim,Dermasterias imbricata,Leather star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,24,mfra,Mesocentrotus franciscanus,Red sea urchin,6,0,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Em Lim,Claire Attridge,BMSC4,Kii xin,48.81511688,-125.1753311,2024-04-29,3,NE,10:09,8.5,2,2,24,pmi,Patiria miniata,Bat star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
